1, 2, 3, 4, 5, avg
4.971745083819153477e-01,6.082229152701035257e-02,4.194084223981738857e-01,9.369501267411235457e-01,4.131387476090672140e-01,4.654988193314580913e-01
3.454645880389378698e-01,3.002849174563805290e-01,7.187983110981234214e-01,7.495487815391537190e-01,2.529297308416661449e-01,4.734052657948523146e-01
7.759185200329654641e-01,4.340447266351639133e-01,9.857981419933252720e-01,5.138051151743672218e-02,9.372721079100772013e-01,6.368828016177937590e-01
9.619080650189328896e-01,3.139418988643378761e-01,2.478699754050588400e-01,7.202639195665797578e-01,7.384201678793260726e-01,5.964808053468471094e-01
3.813889378472650193e-01,6.911086877466025014e-01,8.937108707745243796e-01,3.426794160528920941e-01,4.716377147636401368e-01,5.561051254369848706e-01
3.069958828535638284e-01,9.036474725930173646e-01,8.188004463674398714e-01,1.898365962010151176e-01,9.385811805415144038e-01,6.315723157113101172e-01
2.639220413079960137e-01,6.434269141969573003e-02,5.044485654949263376e-01,5.916141556408083257e-02,2.440560955349425631e-01,2.271861618643282732e-01
6.559920551952465040e-01,9.570988382704148645e-02,1.832524726296146378e-01,9.125976596443011735e-01,8.182547815906012767e-01,5.331613705773610157e-01
4.935362567717733739e-01,1.699804180658399666e-01,5.217092356558830080e-01,1.127751948900382883e-01,2.868220419180741443e-01,3.169646294603217784e-01
1.363309256575399031e-01,1.465328680746738055e-01,7.055360566670644262e-01,7.822997526374652066e-01,7.229512472049316463e-01,4.987301700483349753e-01
6.456616739050846654e-03,1.506591917598743002e-02,6.149133715503851683e-03,7.554450555584755200e-01,3.537017812980225440e-01,2.273637012974080440e-01
5.645137830406918855e-01,2.472995698505088269e-01,4.922660589797439590e-01,5.225358284168428735e-01,3.019525782835357219e-01,4.257135637142646090e-01
7.366089622611121657e-01,2.795750168019924820e-01,2.480330083574043831e-01,9.384525967110963762e-01,1.342439886145390116e-01,4.673827145492289725e-01
5.141396369114943354e-01,3.091505746447299474e-01,8.526159248637451560e-01,9.274748251969476831e-01,9.402905115336148700e-01,7.087342946301063984e-01
3.285556107593345931e-01,7.523483291781515314e-01,5.595817022386996298e-01,3.158426940616163581e-01,6.965644546719460539e-01,5.305785581819496555e-01
3.002732693989268453e-01,1.887378543319124802e-01,9.849805818915309263e-01,7.228426952092216196e-01,7.877932301494094958e-02,4.551227447693065864e-01
7.261709517883122578e-01,8.845806802794177193e-01,2.247149327326234403e-01,7.021300652372276518e-01,3.744436966822888291e-01,5.824080653439740463e-01
9.381475718074365755e-01,6.249515629711911435e-01,1.448514243440520710e-01,3.801563362642390587e-02,4.613874324796353177e-01,4.414707250457478027e-01
7.720993911369120610e-01,8.922497285978936432e-01,1.376398825505018575e-01,3.050765865701315915e-01,9.457831315679531281e-01,6.105697440846784563e-01
5.262419418720403197e-01,9.205721235300723393e-03,4.686821644517157326e-01,4.187036659782953363e-01,5.985863532359851913e-01,4.042839693546674829e-01
7.650306062438272381e-02,2.364940761170020167e-01,5.701678844254753908e-01,9.047411355824689361e-01,2.902468269410408697e-01,4.156305967380739541e-01
8.049056254278248446e-01,4.273333841949933376e-01,5.366573666806009335e-01,7.599915264819132599e-01,2.335208653702550707e-01,5.524817536311175115e-01
6.425606767579091771e-01,4.789115559834983271e-01,5.466258709395119819e-01,8.939176010428684371e-01,3.724614664379544138e-02,5.198523702735167173e-01
3.791111270966470714e-01,8.690803628592183028e-01,6.929243858361033848e-01,9.351755133193635494e-01,5.789271030445987121e-01,6.910436984311862929e-01
3.528649417545351996e-01,3.367971881831182124e-01,9.484331329606969785e-01,6.542883891635189464e-01,7.171037929868309124e-01,6.018974890097400499e-01
7.456063746525766200e-01,9.809490031272966037e-01,3.502112298112194377e-01,4.670223526235645073e-01,4.036288927926064973e-01,5.894835706014527332e-01
7.253055452162703309e-01,7.462649722868507363e-01,9.203834652082605317e-01,2.698763165148718723e-01,2.006731099823491071e-01,5.725006818417205379e-01
9.369060601129001187e-01,7.857036465804430048e-01,3.445280693534596983e-01,4.781273834451199578e-01,4.239298893032419357e-01,5.938390097590329209e-01
2.562780773382619115e-01,3.836920658080540392e-01,1.397368908507227170e-01,3.919191616176220805e-01,2.050553841701685531e-02,2.384263468063355096e-01
7.812228363545478116e-01,9.017777922818106529e-01,4.902198723944658498e-01,6.440125867607915389e-02,4.263611071432701349e-01,5.327965733700347206e-01
3.854158966847417433e-01,2.950841892780217135e-01,6.276398019025009045e-02,9.977672141704548858e-01,8.668292366383522074e-01,5.215721033923641503e-01
3.648983293661631766e-01,4.311527103781449544e-01,8.145908762162396011e-01,7.854160718936709085e-02,5.053705424944064939e-01,4.389108131288642634e-01
9.911746228818456572e-01,5.296509314605758467e-01,4.895410797513403134e-01,5.949358944860646536e-01,6.923997234223778774e-01,6.595404504004409585e-01
7.770494921520365583e-02,5.251469869568723414e-01,3.874518169402824119e-01,6.607110113292798959e-01,5.930813418426159611e-01,4.488192212568508088e-01
7.770341273880577715e-01,5.154860275489615562e-01,5.686063419269619112e-01,4.978555405303897174e-01,2.352315441072541091e-01,5.188427163003249687e-01
4.125992595784810923e-02,4.409097149759279022e-01,5.916945749774222829e-01,6.515753223226220525e-01,4.065943451822384702e-02,3.532197945504088610e-01
6.069115112606022766e-01,7.280913038538723292e-01,6.459580577273368318e-01,6.464802955236804705e-01,1.491625651640448025e-01,5.553207467059073643e-01
3.715640974460443502e-02,7.523830146265881869e-01,5.946674118978934054e-02,2.852667940178521544e-02,1.783363809857353433e-01,2.111738451897005042e-01
4.136816428710908822e-01,9.151375720501384592e-01,5.326700068475919148e-01,3.344843465641462732e-01,1.026619158451221869e-01,4.597270968356180210e-01
8.182344514698359772e-01,2.908809473200185680e-01,7.163228696730715717e-01,7.926251742490758589e-01,1.261865948966581774e-01,5.488500075217320751e-01
6.548153564562421147e-01,6.352470390647603216e-01,2.208534482933990351e-01,6.431483565586021411e-01,7.733943056161619589e-01,5.854917011978331143e-01
3.957862312283619843e-01,6.276532788655302397e-01,5.834993464618388748e-01,4.647202226920025270e-01,8.283810068428173468e-01,5.800080172181101279e-01
2.434892875455771932e-01,1.907122384877955046e-01,3.255919986888853312e-01,1.048436237380782066e-01,6.055809694809130006e-01,2.940436235882498694e-01
9.426710348177000931e-01,8.094050071830576343e-01,4.299888141244445627e-02,1.703068363910775762e-01,5.533170374592977225e-01,5.037397594527155409e-01
6.275038815262420355e-01,9.161191222452021998e-01,1.712726986781712979e-01,8.261524727953173386e-02,5.010417503442972098e-01,4.597105400146889176e-01
8.238056781944642637e-01,8.418227230197795619e-01,6.080533341944873715e-01,5.753228387260073129e-01,7.431489151682516558e-01,7.184306978605979888e-01
2.399143483684000877e-01,4.823946943305316148e-01,4.122325995111455477e-01,2.520802685437473212e-01,3.267806988725819872e-01,3.426805219252813117e-01
3.262846757180145607e-01,8.767819217531418463e-01,8.954310052628851047e-01,2.170085976423199448e-01,9.021721437140906019e-02,4.811446829495540922e-01
9.070348742310277990e-01,8.489214320010489701e-01,4.261299771482714993e-01,2.462362698666153982e-01,4.346476566276261666e-01,5.725940419749180332e-01
5.079776903422646983e-01,4.856594596537748831e-01,2.220713199940440585e-01,7.924865594509311606e-02,2.069210588908151349e-01,3.003756369651983671e-01
7.878550214573554200e-02,9.825537094039220598e-01,7.374038392416533139e-01,2.275477446677345306e-01,2.741107920813102838e-01,4.600803175080711571e-01
4.009516738455793927e-01,4.793890071764205230e-01,9.495663482425498181e-02,7.082341974527729400e-01,9.681541249082662448e-01,5.303371276414587943e-01
9.028505526269475778e-01,3.294300912864811526e-01,1.234463281620973296e-01,9.337475668159626041e-01,5.659044679320547333e-01,5.710758013647085907e-01
8.363068512966190804e-01,2.721905264391022428e-01,5.134332607002958238e-01,6.914550851541881871e-01,4.900056776359519306e-01,5.606782802452314751e-01
9.724685817110266806e-01,8.004826225866982226e-01,4.037684375423200578e-01,6.458283071910376760e-01,2.912347331643454496e-01,6.227565364390856839e-01
1.762829393483732465e-01,9.315023096613479492e-01,4.648044476707982042e-01,4.617426153803062538e-01,3.173235245753369682e-01,4.703311673272325133e-01
7.148658338188107475e-02,9.181584447045354480e-01,5.911480541287537083e-01,2.567213449754441879e-01,9.295501412797207985e-01,5.534129136940670879e-01
6.455966632323495435e-01,2.203901441670882422e-01,3.957541325336361160e-01,2.233400502710345403e-01,2.306468683520290774e-01,3.431455717112275039e-01
3.889201685911719553e-01,5.706907136567720418e-01,3.890203630498739740e-01,1.694515802603057120e-01,8.285960179730322839e-02,3.201884854710853601e-01
2.505958620951991289e-01,6.836600193158176575e-01,6.427192795211338350e-01,4.734693371193635647e-01,7.688627921366719686e-01,5.638614580376373198e-01
9.461498413985192091e-02,8.371414280087875470e-01,4.354308336446538474e-01,5.534306530260992840e-01,5.014362669997457500e-01,4.844108331638276033e-01
5.193965301732723638e-01,9.832936234423351740e-01,2.700179242026792270e-01,9.692197320548245898e-02,1.980138127995012542e-01,4.135287727646541067e-01
6.377957453165948865e-01,9.177711630962870348e-02,5.994655047279303650e-01,5.498937571104109967e-01,3.973645047607198277e-01,4.552593256450568893e-01
4.358443974551055033e-01,9.703458626684475785e-01,6.733257707858253394e-01,3.098979841294375870e-01,5.829260611606141840e-01,5.944680152398860162e-01
9.515845184136862978e-01,3.278986850595027036e-01,9.172680739309656550e-01,7.842562302586963963e-01,9.109167210026564154e-01,7.783848457331015158e-01
2.686873557441684657e-01,5.793140664397938844e-01,6.474578894910529847e-01,5.165984381249327795e-01,7.218803023870585811e-01,5.467876104374014279e-01
5.616787306611047415e-01,9.375740219791567354e-01,4.217242217851517871e-01,6.624726629617474494e-01,9.618099199840636215e-01,7.090519114742448448e-01
4.695040259656965143e-01,3.449993817786713990e-01,6.472502514881040003e-02,9.133771333649949309e-01,8.833099066538037114e-01,5.351830945823954355e-01
6.069857232769788613e-01,9.103051710399265861e-01,4.387083607327673107e-01,6.606650433876792849e-01,5.844263661760215056e-01,6.402181329226748208e-01
6.904368795200951370e-01,9.541181568066973151e-01,5.375975804987959128e-01,8.923716072156160362e-01,6.840321433902710746e-01,7.517112734862950729e-01
2.440306877214351022e-01,7.754699608577091396e-01,6.798963327408549251e-01,9.524670715658685172e-01,3.387636651022351009e-01,5.981255435976206014e-01
1.578901295986288034e-01,8.241715933020942186e-01,6.674999152858662743e-01,9.268349105768328711e-01,3.617276053013216419e-01,5.876248308129488063e-01
5.592981682886540851e-01,3.295159961083101718e-01,6.390139808835751944e-01,6.100225659842658521e-01,8.264906611699264216e-01,5.928682744869464560e-01
4.767905095618788502e-01,5.665200917440199602e-01,5.389079341741879192e-01,9.884511783258447259e-01,5.496910468118494375e-01,6.240721521235561564e-01
4.125729100613387823e-01,9.532818111222521873e-01,7.120926093960741055e-01,3.841117324768066332e-01,6.748306120265128438e-01,6.273779350165968882e-01
3.429628213966702255e-01,4.702486357386801430e-01,7.529354809309949381e-01,5.221288782032537101e-01,7.918436449235883856e-01,5.760238922386374805e-01
5.706779674226835075e-01,8.441114854523112943e-01,1.990465389624314074e-01,3.096083237854903025e-01,5.388409731274685921e-01,4.924570577500769764e-01
6.048168981177326486e-03,7.034024006806354201e-01,8.203162777449920506e-01,2.626882273391651923e-01,7.791186924944077941e-01,5.143147534480755345e-01
5.865280688439955536e-01,1.340659302362847694e-01,1.905437329656254342e-01,9.349814615738383239e-02,4.057879693918344799e-01,2.820847695190248361e-01
6.737164265677142438e-02,4.049718647998638010e-01,7.398393472994310160e-01,9.452666643001552682e-01,6.471763189009359651e-01,5.609251675914315172e-01
2.993099547899451540e-01,7.692109782201794754e-01,4.832982375505592287e-01,9.855946469604545124e-01,7.752646068133117740e-01,6.625356848668900733e-01
9.978341285749277034e-01,4.994219030966762229e-02,8.075928040176368894e-01,5.116369823422339813e-01,8.975514114008747990e-01,6.529115033290682213e-01
6.757146216183385068e-02,9.012046239577632400e-01,7.881134257029367429e-01,9.770047384766372689e-01,2.878148406426239703e-01,6.043418181883589702e-01
4.133432323204863090e-01,3.318201504335656082e-01,6.899127710713814920e-02,3.439628921662282179e-01,4.318479721938760507e-01,3.179931048442588559e-01
7.480359219768571988e-01,9.405709148444800771e-01,8.986537803821215142e-01,2.506266710035544021e-01,2.804287307249273553e-01,6.236632037863880651e-01
7.189684706514767321e-01,6.865552905899168223e-01,9.570752285140682325e-02,7.307221052292588448e-01,5.401120754361954379e-02,4.571929193731357755e-01
7.488517078134749871e-01,6.560449332336540929e-01,3.199197295869741220e-01,9.361190501095779659e-01,8.545107670969790403e-01,7.030892375681320194e-01
5.373423312553177178e-01,6.774892815971048643e-01,9.241512059527425826e-01,5.629091920498447976e-01,9.570047939395432968e-01,7.317793609589107184e-01
7.058782776273483384e-01,9.391837761035815024e-01,2.851640903323653387e-01,6.185602491656126967e-01,7.585674642529793843e-01,6.614707714963774521e-01
4.090865426738168331e-01,4.653774858475441256e-01,6.384323427519502658e-01,1.587190903644966067e-01,3.013124489580591980e-01,3.945855821191733837e-01
2.791541973778761676e-01,6.116548185216911238e-01,4.765495016997358668e-01,3.201326492278047109e-01,2.627924125948869483e-01,3.900567158843989968e-01
9.594656114745686581e-01,5.369450772691232165e-01,6.649112761695004092e-01,9.427171663360978116e-02,6.840232120298260776e-01,5.879233787153255175e-01
3.568415761068995939e-01,3.302621203924139826e-01,6.022673285133952614e-01,3.567047548369338683e-01,4.530180855037146959e-01,4.198187730706715581e-01
9.308208233526626962e-02,7.825873905555550403e-01,2.328144124018711736e-01,2.580526128926662333e-01,6.179965241351176308e-01,3.969066044640953139e-01
6.274604127471929971e-01,9.001356949763087423e-01,3.847155265318448203e-01,9.328862504444271897e-01,2.517686483003265252e-01,6.193933066000200105e-01
9.608484737990067304e-01,1.994985422579104162e-01,2.363461679937821636e-01,3.374927289732972957e-01,5.366434865004509058e-01,4.541658799048894357e-01
8.993385755554630379e-01,9.224041525864329349e-01,7.813819862503968983e-01,4.388068261428446082e-02,3.451854287599233073e-01,5.984381651533001722e-01
6.650556452957713249e-01,4.430746297903388475e-01,2.209920002888354773e-01,7.145494010083172087e-01,3.572898224051590521e-01,4.801922997576843488e-01
2.453950191477194398e-02,6.833640869656543160e-03,7.161821496235930562e-01,2.961925868219191793e-01,6.151736893645876059e-02,2.210530496332798744e-01
3.354088778964492423e-02,1.036874828798037829e-01,6.853530620690732045e-01,2.217989612772697239e-02,7.622762707814393357e-01,3.214075199295376439e-01
7.400958728245193852e-01,1.387828562678877775e-01,2.105975769245204132e-01,1.758228748123632501e-01,5.176116393042884400e-01,3.565821640267158310e-01
5.465371861081205207e-01,4.521513326918524811e-03,1.354584602868377230e-01,9.745123610457629981e-01,7.707025700877795371e-01,4.863464181710838719e-01
5.182494682832712307e-01,7.097140951253292362e-01,1.930687945295529451e-01,9.542307462363326387e-01,1.773143853289294025e-01,5.105154979006831795e-01
9.932157003365955639e-01,7.303161872041403768e-01,4.189381716768608710e-01,6.177914785205796955e-01,8.140102084509923674e-01,7.148543492378337527e-01
5.328878257077046543e-01,1.790747560342283995e-01,1.262142873692617684e-01,5.683781283355442415e-01,2.848291329194263533e-01,3.382768260732330612e-01
5.159679183390264434e-02,1.881628118748945866e-02,8.768142556195683834e-01,2.009570961016006185e-01,6.267495939817555595e-01,3.549868037448633551e-01
7.673971349835828626e-01,3.600144014735621179e-01,4.290543778507149852e-02,5.273635016802104003e-01,1.004226857821166607e-01,3.596206323409086858e-01
2.151242563644817363e-02,2.134230974373616530e-01,9.752697655535613741e-01,5.059559457418001394e-01,5.673697777652697560e-02,3.545796424291396409e-01
5.887993740254928721e-01,4.374750442672872275e-01,1.370991800336153199e-01,4.190064589241473403e-01,1.052631385150766263e-01,3.375286391531239216e-01
4.475248135823398643e-01,1.339945793356600579e-02,3.901449745077584241e-01,6.693640730081653611e-01,2.228280244781539743e-01,3.486522687019967259e-01
3.643911670826307514e-01,6.697270035595804805e-01,1.614366143150143262e-01,5.199989180366080266e-01,6.940858204410738086e-01,4.819279046869814342e-01
1.391588308074404035e-01,6.449314586031296148e-02,4.862161648760843224e-01,7.176408152664841555e-01,5.952828841203724464e-01,4.005583681861388246e-01
1.777401226999041350e-01,5.520172344618810012e-01,7.729069435839812652e-01,9.902820507804099837e-01,2.718157841029311683e-02,5.040255859872938560e-01
3.716124755512731914e-01,3.782275851202470118e-01,8.418195543962340155e-01,4.175541983282142766e-01,6.384032029932517061e-01,5.295234032778439737e-01
7.365476243327920836e-01,8.378002324938150780e-01,7.158664709472619680e-01,1.064984561648907313e-02,9.372513911110228468e-01,6.476231129002762987e-01
2.792918765709572204e-01,4.151757167377003732e-01,2.940997706604965289e-01,9.766591818180321294e-01,2.025618631673244963e-01,4.335576817909022052e-01
2.602055660283760785e-01,7.464685832547032218e-01,6.374787378798414395e-01,8.605025141563126256e-01,3.935963316983948079e-01,5.796503466035256569e-01
7.535605093674246913e-01,3.563989730760586117e-01,9.048083561731840030e-01,6.897422501069061518e-03,1.788486625265396368e-01,4.401027847288552231e-01
3.251329441490851124e-01,1.424561060956730518e-02,1.685662314832527819e-01,1.457553598457033139e-01,3.743216130747964998e-01,2.056043518324809916e-01
4.483501137789418500e-01,6.702195418051168918e-01,4.710681880505811492e-01,5.455223191106015612e-01,3.230353181879880298e-01,4.916390961866458076e-01
6.101517003471390588e-02,2.277721280306735929e-01,8.372164447418695143e-01,8.500890130564283664e-01,9.389158009681727313e-01,5.830017113663716888e-01
9.750280543020862778e-01,5.637837142120265543e-01,7.381044924390507411e-01,4.505388729328140274e-01,2.860839000000718890e-01,6.027078067772098091e-01
6.987693634005528454e-01,2.930205313521383470e-02,7.522771968915892282e-01,1.432705946239831718e-02,8.381636160294880789e-01,4.665678577838484609e-01
8.137359008829141427e-01,2.829336663160044729e-01,9.454876011152726356e-01,9.727081823174448250e-01,8.902244427230893153e-01,7.810179586709450339e-01
2.451814878715972146e-01,5.433049541533252480e-01,5.089864431738398975e-01,6.123228935944688978e-01,9.693917767336073243e-01,5.758375111053677387e-01
8.310874539991679466e-01,6.061122133059054784e-01,4.426470395685425663e-01,2.779411735915703341e-01,3.140937313334422054e-01,4.943763223597256729e-01
5.039634442516038870e-01,5.467521907197882003e-01,1.451788887125273764e-01,9.647193260105495494e-01,3.963621326588124827e-01,5.113951964706563436e-01
9.920721899207242123e-01,9.305991881330296644e-01,3.353742771840750869e-03,8.765055737812741388e-01,3.840432032456023714e-01,6.373147795704942054e-01
3.879526226808291955e-01,2.510443400604864816e-01,6.307972280741771520e-01,2.705463204905675934e-01,8.855109160488239262e-01,4.851702854709769031e-01
7.003114400482576274e-01,8.222255141674648105e-01,4.319652439844579028e-02,9.630484911495389433e-01,1.172995286689448857e-01,5.292162996865303892e-01
4.625207975796197246e-02,8.791937490576827718e-01,5.006202031309847644e-02,6.681040706534130402e-01,1.739306852754194388e-01,3.635085210115150955e-01
8.838461414102877223e-01,7.081985540871953422e-01,1.264005998037135425e-01,8.179904129459580897e-01,5.539954400232912635e-01,6.180862296540892142e-01
4.182874362342277053e-01,9.444413219760031675e-01,4.045712746493368428e-01,7.294143831934958300e-01,8.115396851184308868e-01,6.616508202342987754e-01
7.153705614888883346e-02,6.684901695414103839e-01,7.713921752624903760e-01,5.727297897935015314e-01,9.755437670455748833e-01,6.119385915583732682e-01
9.967219477915789660e-02,1.684866924650916253e-01,6.808323008095971129e-01,2.234490084840590196e-01,9.451531712874982061e-01,4.235186735650807721e-01
1.895389018427606764e-02,2.147695861939522555e-01,5.095258417427976916e-01,1.044413877467792462e-01,6.331372627356888216e-01,2.961655937206987832e-01
5.360465354073293831e-01,1.220113965398706979e-01,4.127934833742440413e-01,1.147780067057500020e-01,8.180497427632427154e-01,4.007358329580873457e-01
6.814511942253247412e-01,4.530689190479495476e-01,9.815088945381033048e-01,3.486235049893788851e-01,1.787737913090864383e-01,5.286852608219685390e-01
5.598287105617950621e-01,9.380024727939765272e-01,5.113053038032989717e-01,9.532460146526291478e-01,5.525546885524318386e-01,7.029874380728262651e-01
3.200191462339977422e-01,6.385413363740544135e-03,1.832363801815093396e-01,2.434439236711845034e-01,2.744478601011530738e-01,2.055065447103170406e-01
5.227278250334399523e-02,9.159893952852220522e-01,5.362714833258190872e-01,4.453177446799835293e-01,9.716132519170584958e-01,5.842929315422853431e-01
5.395841545037503018e-01,2.144567694258955326e-01,9.210229912243756978e-01,7.893292070234940727e-01,6.562515309566018251e-01,6.241289306268235082e-01
9.046599026185974113e-01,1.750731334724014987e-01,1.238431066658948199e-01,6.037864280102506198e-01,1.336545678070468757e-01,3.882034277148382895e-01
9.403830008816340680e-01,4.203308534690424203e-01,2.636378099278087195e-01,7.176825301166456228e-02,9.156058492290324313e-01,5.223451533038364625e-01
8.492105164935478401e-01,4.018373327457810396e-01,1.644942668847432232e-01,9.185541070690886878e-01,2.964721803287596602e-01,5.261136807043840236e-01
2.888829619902647527e-01,3.905315490609018170e-03,7.774549632857347126e-01,8.080476391962817528e-01,2.629560533230197450e-01,4.282493866571820407e-01
2.905412305550664209e-01,4.924416404858703578e-01,9.089587611702744097e-01,6.740537410663982598e-01,8.821012216556930463e-01,6.496193189866604767e-01
5.051053439977958304e-01,8.162259548277380761e-01,9.208566116180426642e-01,2.767675366746366050e-01,7.372742128653102522e-01,6.512459319967046634e-01
1.691643971699335891e-01,6.672971826083043956e-01,4.107200702605764420e-01,7.530174976050978408e-01,3.286565776571026554e-01,4.657711450602030068e-01
9.993816258610850323e-01,5.906623651936177000e-01,4.843291687134890777e-01,3.240166408709753698e-01,6.065976684784045725e-01,6.009974938235143060e-01
9.862317597857909179e-01,2.657605373010358818e-01,2.133320343535637376e-01,6.722096299374969997e-01,2.514894447814164380e-01,4.778046812318607617e-01
6.787009241308268326e-01,5.292055439631601077e-01,8.448121457523694033e-02,6.667560681694058022e-01,1.906503427389339977e-01,4.299588187155127805e-01
3.710864174113266412e-01,5.755092089717969150e-01,9.928210657972083020e-01,8.464969927376788661e-01,3.258149509596439675e-01,6.223457271755309383e-01
4.249590213149456730e-01,2.385439272268208288e-01,5.932224059091929513e-01,7.249975382746342012e-01,2.494284832558048004e-01,4.462302751962797243e-01
5.985711948133297655e-01,6.557923505059671809e-01,2.381426721818884484e-01,5.572913710827183120e-01,3.404884153340248520e-01,4.780572007835857673e-01
1.078073474530192311e-01,1.518895128533097605e-01,9.423952881450226027e-02,6.196823470939893941e-02,8.663690752637350778e-01,2.564547398187930760e-01
7.901839480629191392e-02,2.322875214634654295e-01,6.948071264499702249e-01,4.308532492285537252e-01,2.845721095594946348e-01,3.443076803015551746e-01
3.645248908268380328e-01,6.521762296862723129e-01,6.849913885253492429e-01,4.547864337856986072e-01,3.427405045687584861e-01,4.998438894785833253e-01
3.481353653232301948e-01,9.030755506223474560e-01,3.526635634488983762e-01,9.452033202126326472e-01,6.713809269159251025e-01,6.440917453046066665e-01
